# rg exvol locexvol bias torsionterm hbmm hbms hydrophobicity chargedscinteraction
1.578400938925180874e+01 9.978165651023666038e-01 1.003418853309922198e+00 9.998894335890686769e-01 1.000214440601598476e+00 9.753556281930237937e-01 1.001670287475902921e+00 1.013032239780375932e+00 1.001539892608014126e+00
1.578419467298929746e+01 9.978378799661868914e-01 1.003409339352376417e+00 9.998864739508362964e-01 1.000271611018272111e+00 9.753497965503281630e-01 1.001702621714629871e+00 1.013014195577714549e+00 1.001533726145983572e+00
1.578437349451518124e+01 9.978064241732185202e-01 1.003451326835913981e+00 9.999033332286437759e-01 1.000234291034348466e+00 9.753586322666396580e-01 1.001717716842480232e+00 1.013009926765906066e+00 1.001495012450986710e+00
1.578462007454952243e+01 9.978300387293894680e-01 1.003436205692041838e+00 9.998235335000580370e-01 1.000260657558824207e+00 9.753419517702837105e-01 1.001646285504140144e+00 1.012983673185011479e+00 1.001486750885428600e+00
1.578497558467777040e+01 9.978609920926687638e-01 1.003457273488757018e+00 9.998568435453406567e-01 1.000235205248067860e+00 9.753520416483761890e-01 1.001667122468046456e+00 1.012979871725241177e+00 1.001525707262987064e+00
1.578535350668159687e+01 9.978543507148563974e-01 1.003408230894872410e+00 9.998135024564949180e-01 1.000252074169543315e+00 9.753548322475164012e-01 1.001638826064054744e+00 1.012984222147405688e+00 1.001511934514365709e+00
1.578594302510948033e+01 9.977961837636756259e-01 1.003410690992680543e+00 9.998380078541276861e-01 1.000267670833483891e+00 9.753730191364810009e-01 1.001674040356721251e+00 1.012973152809027555e+00 1.001544656050411319e+00
1.578645703510934162e+01 9.977637399769327953e-01 1.003494350332124974e+00 9.998398881851251474e-01 1.000277208962994546e+00 9.753716281673703303e-01 1.001670762997153741e+00 1.012918305379963968e+00 1.001557443964485206e+00
1.578729051461395194e+01 9.977731319251028630e-01 1.003459799867880697e+00 9.998086994861475896e-01 1.000202278287240842e+00 9.754093011978919314e-01 1.001672235085534046e+00 1.012969032592545560e+00 1.001510115006260415e+00
1.578823963737057490e+01 9.979017012598665470e-01 1.003425072721243927e+00 9.998606079657004209e-01 1.000200504689892522e+00 9.753835786500664184e-01 1.001660834301839387e+00 1.012908545071487643e+00 1.001519523836302827e+00
1.578961962193700863e+01 9.977986667639731078e-01 1.003412649643444565e+00 9.997999720986331385e-01 1.000248322728047201e+00 9.754262760646079666e-01 1.001723509677179491e+00 1.012889783320229276e+00 1.001634971249999895e+00
1.579105409623613454e+01 9.978424919701885942e-01 1.003439712330752354e+00 9.998945548070088396e-01 1.000257954394055293e+00 9.754479500756629839e-01 1.001646890392072109e+00 1.012893339290318107e+00 1.001493390104115644e+00
1.579320337441321698e+01 9.977955193902532383e-01 1.003389308132028646e+00 9.997733528838106398e-01 1.000276216781250671e+00 9.755035110556681266e-01 1.001734675472494729e+00 1.012884132021382166e+00 1.001575078803064622e+00
1.579605607550400315e+01 9.978409061454811546e-01 1.003456494890660800e+00 9.998399159706888861e-01 1.000257543095076862e+00 9.756163910069501899e-01 1.001720720043458801e+00 1.012964623604151404e+00 1.001557328236861499e+00
