# rg exvol locexvol bias torsionterm hbmm hbms hydrophobicity chargedscinteraction
1.881532074280135092e+01 9.875885968118414127e-01 9.927044052994116186e-01 9.960740263622727131e-01 1.003759617540256333e+00 1.035777958387927189e+00 1.003584066994088309e+00 1.059894713000573141e+00 1.005758785732767002e+00
1.881582559466235693e+01 9.876610714151826675e-01 9.927380313114803068e-01 9.961221692396916572e-01 1.003775469126115816e+00 1.035795916150294982e+00 1.003570215378096764e+00 1.059894519251423972e+00 1.005697561524294681e+00
1.881652385307681996e+01 9.875764578695358509e-01 9.927557124871881911e-01 9.960770305083693765e-01 1.003784844910279528e+00 1.035726115615152043e+00 1.003611681742351713e+00 1.059885316600037264e+00 1.005754740641453315e+00
1.881738760309383451e+01 9.876325470461488898e-01 9.927818498504895617e-01 9.961146332658505909e-01 1.003827574808592971e+00 1.035712922281437631e+00 1.003569631813417962e+00 1.059882809412279858e+00 1.005730929030728138e+00
1.881846267075644974e+01 9.875903906442428104e-01 9.927610103882267278e-01 9.961646529175193221e-01 1.003744293526657394e+00 1.035824837555872513e+00 1.003533395468457545e+00 1.059774818305937449e+00 1.005769459450207792e+00
1.881985204069905038e+01 9.876596119407168306e-01 9.927839071340869292e-01 9.962539618206619485e-01 1.003723583601460412e+00 1.035833936603205441e+00 1.003602940426601364e+00 1.059745790497853113e+00 1.005725905991603497e+00
1.882166274250075233e+01 9.874855191052124281e-01 9.927238817112300495e-01 9.961762838833260192e-01 1.003721013252804273e+00 1.036010529012294290e+00 1.003583174900562813e+00 1.059529252079586037e+00 1.005740566190701291e+00
1.882380872817659423e+01 9.875708113543602007e-01 9.926398578416752994e-01 9.961488615319515905e-01 1.003763764805758463e+00 1.035877123578454295e+00 1.003570663576183630e+00 1.059534901065328327e+00 1.005783770322035364e+00
1.882658622447148034e+01 9.876556717765556659e-01 9.927224074250633468e-01 9.961453187457115499e-01 1.003702906195829136e+00 1.035659223890913694e+00 1.003577335644086910e+00 1.059611607569152181e+00 1.005668387515096018e+00
1.883008028737392081e+01 9.877483328741385460e-01 9.927206525296234929e-01 9.962136926287930017e-01 1.003705032986455858e+00 1.035429773927051267e+00 1.003499023645368471e+00 1.059651366022879238e+00 1.005719784124204486e+00
1.883471097366597036e+01 9.876783250411358406e-01 9.927646026747323216e-01 9.961717399940365203e-01 1.003729780418321393e+00 1.035298601689011111e+00 1.003556016935274187e+00 1.059550112238457631e+00 1.005755486649980046e+00
1.884076837985422159e+01 9.876950904305228374e-01 9.927370255310619118e-01 9.962058044400250445e-01 1.003611575626997876e+00 1.035606746045365512e+00 1.003540041585692322e+00 1.059166248090154472e+00 1.005767815615216332e+00
1.884771333073039301e+01 9.877590170681710413e-01 9.926176867982255958e-01 9.961937954829011010e-01 1.003703511216781585e+00 1.035940216027348981e+00 1.003511804541314278e+00 1.058718604191130508e+00 1.005757689654565468e+00
1.885617124985748561e+01 9.878572546333581617e-01 9.926446289195032247e-01 9.962164424988466660e-01 1.003643483335308506e+00 1.035513734899317528e+00 1.003491301452038575e+00 1.058720181654256187e+00 1.005692154284731243e+00
1.886805311133808516e+01 9.878683778495316314e-01 9.925857007886507155e-01 9.961660206923277361e-01 1.003602582557618472e+00 1.035917477016007116e+00 1.003451813809784543e+00 1.058053797006702990e+00 1.005722943745849696e+00
1.888160736527528982e+01 9.879485170928615778e-01 9.926097894293709478e-01 9.962824483322367808e-01 1.003546113812682661e+00 1.035481884008356168e+00 1.003458307210850275e+00 1.057883245140116335e+00 1.005663958372265965e+00
1.889971634175010706e+01 9.881699835892927553e-01 9.925882387577140697e-01 9.962491160851917327e-01 1.003547226914202062e+00 1.035435012923740183e+00 1.003368572358709354e+00 1.057327274989874777e+00 1.005626949851135876e+00
1.892213866005750944e+01 9.882180269363629588e-01 9.926255141313788943e-01 9.962981194359017412e-01 1.003426796481387218e+00 1.035313997415992837e+00 1.003382093032722189e+00 1.056635802260742718e+00 1.005634440559710185e+00
1.894931114260354477e+01 9.883441293402706052e-01 9.925501169474095775e-01 9.963590578535008735e-01 1.003365220044953876e+00 1.034906281750291646e+00 1.003378201785453339e+00 1.055955643626443230e+00 1.005594794831707439e+00
