# rg exvol locexvol bias torsionterm hbmm hbms hydrophobicity chargedscinteraction
1.597438727814354564e+01 9.980170658363602954e-01 1.002790260589976334e+00 9.997801946856993416e-01 1.000496829080391947e+00 9.751027437297234979e-01 1.003352664543512018e+00 1.012232485563339335e+00 1.001395178490072979e+00
1.597449353920813309e+01 9.980345906088682328e-01 1.002806939266936759e+00 9.997900938580653873e-01 1.000491373155578234e+00 9.750995368569355115e-01 1.003384862210320527e+00 1.012212455633215491e+00 1.001391550890072146e+00
1.597455039893539208e+01 9.980503672610163690e-01 1.002786168987544357e+00 9.998040538045795955e-01 1.000495583171717717e+00 9.751109849478269975e-01 1.003441283183613475e+00 1.012224833723038175e+00 1.001395799522339480e+00
1.597486800854358435e+01 9.979590773611455301e-01 1.002752560308367791e+00 9.997578794460498797e-01 1.000484448768512280e+00 9.751159087117737823e-01 1.003422310029367992e+00 1.012221903045567029e+00 1.001374957928771181e+00
1.597525173841109059e+01 9.979372194595987899e-01 1.002834165398693855e+00 9.998154129341462193e-01 1.000485406037453284e+00 9.751180731165667304e-01 1.003416106058146351e+00 1.012185669100839513e+00 1.001417434724111821e+00
1.597548474797637397e+01 9.979361946764319091e-01 1.002843960937718437e+00 9.997641868486620842e-01 1.000477695629248043e+00 9.751360446193133580e-01 1.003428711484494418e+00 1.012204803864184655e+00 1.001430088158843379e+00
1.597582628960993922e+01 9.980334356323004030e-01 1.002779391261235720e+00 9.997832107733766183e-01 1.000503125831908147e+00 9.751146197261731929e-01 1.003413513656890466e+00 1.012183456234722279e+00 1.001414205349324238e+00
1.597650141444871075e+01 9.979989974744720715e-01 1.002822807667114180e+00 9.998085728751473500e-01 1.000497071785638958e+00 9.751333185427770722e-01 1.003312652677753380e+00 1.012197744070904015e+00 1.001492123902814058e+00
1.597718925001636414e+01 9.979579064181052228e-01 1.002830136392508065e+00 9.998267228351268576e-01 1.000519960142523423e+00 9.751626216469955200e-01 1.003381936738187097e+00 1.012215559019358224e+00 1.001367108983905130e+00
1.597804917444997130e+01 9.979846836967827262e-01 1.002840292543617284e+00 9.997922971589444652e-01 1.000519772897551674e+00 9.751387169992226100e-01 1.003330653186413457e+00 1.012143034385247997e+00 1.001402030374960006e+00
1.597896679742408388e+01 9.979701994023777445e-01 1.002802171019727240e+00 9.998345053362497348e-01 1.000488216599568991e+00 9.752343028512351353e-01 1.003377715348428012e+00 1.012286693705078733e+00 1.001482672122421036e+00
1.598065172750327534e+01 9.979345817500291371e-01 1.002849471592025310e+00 9.997636237024791761e-01 1.000460754410162467e+00 9.752708949576521791e-01 1.003385536657043664e+00 1.012269368192906249e+00 1.001514884682999984e+00
1.598227779013211602e+01 9.979565001429350213e-01 1.002912056157010401e+00 9.997022490620059987e-01 1.000420537648527564e+00 9.752192215848550783e-01 1.003334203590978690e+00 1.012111654836503893e+00 1.001423217852369429e+00
1.598466822811452914e+01 9.979603879836070890e-01 1.002762964651171984e+00 9.998204530273094859e-01 1.000497411148844495e+00 9.752797033389436487e-01 1.003389232411532994e+00 1.012151591473768875e+00 1.001462193719364624e+00
1.598731651232608186e+01 9.979908114513709183e-01 1.002809459462455255e+00 9.998112138759680523e-01 1.000539734330051500e+00 9.753085440512796467e-01 1.003324511532667218e+00 1.012113605472334754e+00 1.001451175247668690e+00
1.599063696709326088e+01 9.981126141869600676e-01 1.002838992754255809e+00 9.997592175405709547e-01 1.000487107187150393e+00 9.753016221920798312e-01 1.003420546884946418e+00 1.011959837011344288e+00 1.001378761315078414e+00
1.599502710522839521e+01 9.979947794115766602e-01 1.002750814468946317e+00 9.997945542949324693e-01 1.000489083130591261e+00 9.754306277002869896e-01 1.003354469016574990e+00 1.012066970321584325e+00 1.001352283752420691e+00
1.600074766898553591e+01 9.980227583187541995e-01 1.002806081730954091e+00 9.997880293232983551e-01 1.000478851703880068e+00 9.755224929898944630e-01 1.003324304782921894e+00 1.012016211930605092e+00 1.001399899554141326e+00
1.600757958368521372e+01 9.980212349628896362e-01 1.002756459010858636e+00 9.997036669479547610e-01 1.000552501400881145e+00 9.756099519032038758e-01 1.003294665175093581e+00 1.011934042618764629e+00 1.001378769060522256e+00
1.601565758452432675e+01 9.980373094502279496e-01 1.002755852593058883e+00 9.997409441097477867e-01 1.000537135077063766e+00 9.757301430126539277e-01 1.003293544532210202e+00 1.011861347336626693e+00 1.001331822366695601e+00
1.602659362520079256e+01 9.980235267933739163e-01 1.002725471842996985e+00 9.998062038421798858e-01 1.000487471590400190e+00 9.759027581978521049e-01 1.003274946145162660e+00 1.011776042533096165e+00 1.001405100509809909e+00
1.603906628378194910e+01 9.979938526095277762e-01 1.002766894420683119e+00 9.997705831985719271e-01 1.000443360906363655e+00 9.761217998369120519e-01 1.003329828718463101e+00 1.011699480515352967e+00 1.001339933809924476e+00
1.605489358458521920e+01 9.980428069329292384e-01 1.002723421852501184e+00 9.997783068553149910e-01 1.000443940656110975e+00 9.763464531653454070e-01 1.003258040476658897e+00 1.011569016340382321e+00 1.001269953898399567e+00
1.607583703761277860e+01 9.981365132876738322e-01 1.002643278087281153e+00 9.997393349899503789e-01 1.000492301421218810e+00 9.766407677416253375e-01 1.003122280259710397e+00 1.011402538651532179e+00 1.001271726491720582e+00
1.609961718820916943e+01 9.981829855664710038e-01 1.002595705095909118e+00 9.997501217174618038e-01 1.000485321908868297e+00 9.770110961602289645e-01 1.003110692567691808e+00 1.011241734784139368e+00 1.001241649086643148e+00
1.612727903914191430e+01 9.982203618371197074e-01 1.002562892709877751e+00 9.997759186257786368e-01 1.000437110284003950e+00 9.774609411241362844e-01 1.003034626843351873e+00 1.011111454889390471e+00 1.001220470767230974e+00
1.616183977801085447e+01 9.982539050751448872e-01 1.002410177735498564e+00 9.997416844938926683e-01 1.000456020574420180e+00 9.779530227766791706e-01 1.002890787517658477e+00 1.010853208456271801e+00 1.001160107574540881e+00
1.620386556009541934e+01 9.982561760167822928e-01 1.002316612262189821e+00 9.997209548383017008e-01 1.000485892444582969e+00 9.785667818519943051e-01 1.002896870123204387e+00 1.010508923029278971e+00 1.001098447040979167e+00
1.625162315988551498e+01 9.983192657487747201e-01 1.002346932218078912e+00 9.997699543831349844e-01 1.000377069267858410e+00 9.792880597295601230e-01 1.002798283360092579e+00 1.010196152269130287e+00 1.001080264704924838e+00
1.630597395442844899e+01 9.984551930217911986e-01 1.002244099120609633e+00 9.996688044506913950e-01 1.000389657463246706e+00 9.800541186249326353e-01 1.002638252466457880e+00 1.009803265973176156e+00 1.001004446538577231e+00
1.637044932006465459e+01 9.985453477224719432e-01 1.002071535980196826e+00 9.997612771827987244e-01 1.000366612068076755e+00 9.810031214277210587e-01 1.002521694790213580e+00 1.009431465238405101e+00 1.000946923382240783e+00
1.644489673307278110e+01 9.987062347122618311e-01 1.002023911659341460e+00 9.997943243184999051e-01 1.000377118652311825e+00 9.820549164314027468e-01 1.002357217483935248e+00 1.008920998578806572e+00 1.000953374764748771e+00
1.652441422247410685e+01 9.986492140483357316e-01 1.001844273827717124e+00 9.997154174110458591e-01 1.000335423634750587e+00 9.832251614611596802e-01 1.002269022953860445e+00 1.008487979168372739e+00 1.000785082897732270e+00
1.661101623189134102e+01 9.986981905016845129e-01 1.001691011913408813e+00 9.997872221633919976e-01 1.000274177595465996e+00 9.844115344286030744e-01 1.002033553322291048e+00 1.007910343195769221e+00 1.000740001081566133e+00
1.670719076198964004e+01 9.988527922228433997e-01 1.001528155759370486e+00 9.997499233410027664e-01 1.000296025858298909e+00 9.857486544941764794e-01 1.001921105964086678e+00 1.007311056529254900e+00 1.000639475550194391e+00
1.681018236219676965e+01 9.989845267426915587e-01 1.001319380811068305e+00 9.997244325105552054e-01 1.000257181465116885e+00 9.871590642298456730e-01 1.001679237630455077e+00 1.006681300147880265e+00 1.000596504774406759e+00
1.691354795038367342e+01 9.990765679986901571e-01 1.001256053513148725e+00 9.997822783194282303e-01 1.000126959079776112e+00 9.885798793919509109e-01 1.001505201744758544e+00 1.006030923168496960e+00 1.000501645228146774e+00
1.701838569804758805e+01 9.992021482614596994e-01 1.000977828549782789e+00 9.998205063785975399e-01 1.000161002399738042e+00 9.899771103129937355e-01 1.001327049422818138e+00 1.005329071082217585e+00 1.000437734140115165e+00
1.712114791174791861e+01 9.992635375599210334e-01 1.000863649204978501e+00 9.998512216584422019e-01 1.000099229787922983e+00 9.913849695566563369e-01 1.001163236276165325e+00 1.004667341649679413e+00 1.000361641502945043e+00
1.721680197868374407e+01 9.994962848644354247e-01 1.000778102474737974e+00 9.998501943091644417e-01 1.000122305198566153e+00 9.926611254879345037e-01 1.001029155674049598e+00 1.003987451916753981e+00 1.000278182802361471e+00
1.730523271904297644e+01 9.994889739956659414e-01 1.000604169146516398e+00 9.998862852739207607e-01 1.000078714507737665e+00 9.938689992827207664e-01 1.000776406442089428e+00 1.003406292534847699e+00 1.000229708801225303e+00
1.738167191147362445e+01 9.996030113056368904e-01 1.000486331715089605e+00 9.998934589264902861e-01 1.000095077805748467e+00 9.948895038315269668e-01 1.000607934835893609e+00 1.002836412872678107e+00 1.000199855648316483e+00
1.745002262218599043e+01 9.996542711153360017e-01 1.000425576258349825e+00 9.999156498437634655e-01 1.000091155307757385e+00 9.958443369971357040e-01 1.000498797567709541e+00 1.002358356948434448e+00 1.000184676557269281e+00
1.750681321942395385e+01 9.997510110447742626e-01 1.000328921246413927e+00 9.999289797484214315e-01 1.000088988138422508e+00 9.966049675070772773e-01 1.000443758773883030e+00 1.001895786771564323e+00 1.000147796645640019e+00
1.755312781002792377e+01 9.997677164334834998e-01 1.000236877210678443e+00 9.999288032672590809e-01 1.000026576475484319e+00 9.972528398084846701e-01 1.000367616617068522e+00 1.001555858500870366e+00 1.000130770922523116e+00
1.759410910513416937e+01 9.998222363937309121e-01 1.000199669853482298e+00 9.999612544434857142e-01 1.000029429955157312e+00 9.978291058969173122e-01 1.000271406782241357e+00 1.001256662393535724e+00 1.000080021871206259e+00
1.762277441407625034e+01 9.998661082079726148e-01 1.000168922514898862e+00 9.999487324353353301e-01 1.000047587713468689e+00 9.982225694091158008e-01 1.000207367658356938e+00 1.001022585060855619e+00 1.000057440039600953e+00
1.764869233304492013e+01 9.998666540485842136e-01 1.000130626052690985e+00 9.999942735050622034e-01 1.000042090684011509e+00 9.985874490364171630e-01 1.000189386274414449e+00 1.000810498338647658e+00 1.000061819899803250e+00
1.766970107100081933e+01 9.999254685353065053e-01 1.000110181375655660e+00 9.999613336775108330e-01 1.000003449623019680e+00 9.988826022836568841e-01 1.000161614785064490e+00 1.000643774884993231e+00 1.000047228642779729e+00
1.768509827418906255e+01 9.999503068164155017e-01 1.000111442391871108e+00 9.999864228542847400e-01 1.000033855135599392e+00 9.991068478998061941e-01 1.000103387646666731e+00 1.000538181158006523e+00 1.000010279905709343e+00
1.780894150685842803e+01 1.000091926508408058e+00 9.999006645013910344e-01 1.000023782724066335e+00 9.999861647825608602e-01 1.000852325982515501e+00 9.999000892656869643e-01 9.994782824271091215e-01 9.999656020957238267e-01
1.782385129611649432e+01 1.000092735835723445e+00 9.999193185065133882e-01 1.000034576705147948e+00 9.999768227208950533e-01 1.001097691009276591e+00 9.998769712896624640e-01 9.993932363387387774e-01 9.999566305301801350e-01
1.784135943108964284e+01 1.000108066983861344e+00 9.998660516800730313e-01 1.000027943438890343e+00 9.999771830869349509e-01 1.001321071370817606e+00 9.998337042009872722e-01 9.991982791514713025e-01 9.999331841249674557e-01
1.786481811653597873e+01 1.000126703471293066e+00 9.998323752733848657e-01 1.000028726570279414e+00 9.999683514920038041e-01 1.001671944293885286e+00 9.998034289536787966e-01 9.990070780039218556e-01 9.999248883047615610e-01
1.789084165276242544e+01 1.000161937574662208e+00 9.998178338450460778e-01 1.000050702088927324e+00 9.999582604678007858e-01 1.002042054950722072e+00 9.997548890623906281e-01 9.987615356163233038e-01 9.998830951137689382e-01
1.792121519332845736e+01 1.000221945522822953e+00 9.997775528556134272e-01 1.000051459818104949e+00 9.999578022392792143e-01 1.002496663557918888e+00 9.996997297274126115e-01 9.985046696651853626e-01 9.999033844365843304e-01
1.796084506932232827e+01 1.000220390146174587e+00 9.997085791636401986e-01 1.000039098604582399e+00 9.999734355329652491e-01 1.003100540715925026e+00 9.996127853009173503e-01 9.981718926092838506e-01 9.998610242574459406e-01
1.800374398022240641e+01 1.000314610168134832e+00 9.996939780063847092e-01 1.000077922561130706e+00 9.999540507696287328e-01 1.003722488058623075e+00 9.995246273127248449e-01 9.977415640596074553e-01 9.998806585058137575e-01
