# rg exvol locexvol bias torsionterm hbmm hbms hydrophobicity chargedscinteraction
1.546871155913257034e+01 9.964629104673853321e-01 1.003005881314013692e+00 1.000225924303212333e+00 9.989218758381628316e-01 9.763325769916605390e-01 1.002669972298009249e+00 1.022755442812574245e+00 1.002019214267279690e+00
1.546899872045595004e+01 9.964504599111776439e-01 1.003044480019209317e+00 1.000163135865816066e+00 9.988917524036989848e-01 9.763495536531647812e-01 1.002621522529371978e+00 1.022765107078685398e+00 1.001924339424991928e+00
1.546945176197021077e+01 9.964350036189304483e-01 1.003096150036090206e+00 1.000297769751548493e+00 9.988400004563336987e-01 9.763954863348989210e-01 1.002615291041196510e+00 1.022778160572096029e+00 1.001931035487798827e+00
1.546984101254291311e+01 9.964383580592526268e-01 1.003084594265395202e+00 1.000274073512670725e+00 9.988778268510214442e-01 9.763317745773082423e-01 1.002629524786032844e+00 1.022690352863715457e+00 1.001993031216166230e+00
1.547039187556105944e+01 9.964459657598765396e-01 1.002994125930722902e+00 1.000240369522868544e+00 9.988879755854670472e-01 9.763868279059217947e-01 1.002643513735349323e+00 1.022730437964976868e+00 1.002030233256982594e+00
1.547122463722715757e+01 9.964263653714280355e-01 1.002969739160978868e+00 1.000263644245050765e+00 9.989484128215324610e-01 9.763798332844624284e-01 1.002624694824324258e+00 1.022690196369832050e+00 1.002008274325971948e+00
1.547189507027094635e+01 9.964646945641244535e-01 1.003016156616366450e+00 1.000225323497602403e+00 9.989346904742724131e-01 9.763827658310628710e-01 1.002621448409612981e+00 1.022665584733561284e+00 1.001953861481160279e+00
1.547322179567982481e+01 9.965104841077028208e-01 1.002981325079469466e+00 1.000222122975197969e+00 9.989279210818768906e-01 9.764365052205424833e-01 1.002625839551251730e+00 1.022669724250024448e+00 1.001945111264884281e+00
1.547471223607209012e+01 9.965655936105173307e-01 1.003028161215731018e+00 1.000242752279312031e+00 9.988850516301117644e-01 9.764280371910279976e-01 1.002633575758613116e+00 1.022589973707471067e+00 1.001929145970098300e+00
1.547693284292288318e+01 9.965061479392491872e-01 1.002821117764312042e+00 1.000281632328773540e+00 9.988571700383856999e-01 9.765089201093786198e-01 1.002583842801434200e+00 1.022598732128860988e+00 1.001838857978486708e+00
1.547893263716364132e+01 9.965769219973366067e-01 1.002964421463062195e+00 1.000200230928996792e+00 9.989212886855050044e-01 9.764578125660663410e-01 1.002603634760350193e+00 1.022435804054512065e+00 1.001923218620703881e+00
1.548182994744026608e+01 9.965391217954716607e-01 1.002937790726727840e+00 1.000195612638958842e+00 9.989741919296510897e-01 9.765227704597977398e-01 1.002608098409018655e+00 1.022365964288845852e+00 1.001918350277420711e+00
